timestamp,service,level,code,endpoint,duration_ms,request_id,message
2026-07-12T14:52:11.000Z,notifications,INFO,OK,queue_worker,42,req-0005047,request completed
2026-07-12T15:18:37.000Z,documents,INFO,OK,/orders/ORD-1024/documents,48,req-0003230,request completed
2026-07-12T15:26:37.000Z,notifications,INFO,OK,/notifications/test,22,req-0000243,request completed
2026-07-12T15:29:47.000Z,api,INFO,OK,/orders/ORD-1024,92,req-0005218,request completed
2026-07-12T15:39:17.000Z,api,INFO,OK,/login,90,req-0004141,request completed
2026-07-12T15:42:31.000Z,orders,INFO,OK,/orders/ORD-1024,78,req-0005690,request completed
2026-07-12T15:47:12.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,108,req-0003411,request completed
2026-07-12T15:54:27.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,26,req-0005438,request completed
2026-07-12T15:55:43.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,27,req-0002274,request completed
2026-07-12T16:00:19.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,59,req-0005402,request completed
2026-07-12T16:12:11.000Z,reporting,INFO,OK,/reports/status,20,req-0002148,request completed
2026-07-12T16:19:53.000Z,api,INFO,OK,/orders/ORD-1024,37,req-0004000,request completed
2026-07-12T16:22:56.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,93,req-0002737,request completed
2026-07-12T16:33:58.000Z,reporting,INFO,OK,/reports/status,63,req-0004796,request completed
2026-07-12T16:35:25.000Z,orders,INFO,OK,/orders/ORD-1024,90,req-0002660,request completed
2026-07-12T16:41:02.000Z,reporting,INFO,OK,/reports/status,24,req-0004801,request completed
2026-07-12T16:44:01.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,67,req-0003996,request completed
2026-07-12T16:46:19.000Z,orders,INFO,OK,/orders/ORD-1024,55,req-0003433,request completed
2026-07-12T16:47:05.000Z,orders,INFO,OK,/orders/ORD-1024,37,req-0004677,request completed
2026-07-12T17:05:50.000Z,api,INFO,OK,/services,92,req-0000972,request completed
2026-07-12T17:09:34.000Z,auth,WARN,AUTH-401,/login,76,req-0000561,invalid credentials
2026-07-12T17:12:02.000Z,api,INFO,OK,/login,35,req-0000397,request completed
2026-07-12T17:40:18.000Z,reporting,INFO,OK,/reports/status,99,req-0001398,request completed
2026-07-12T17:46:04.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,106,req-0001349,request completed
2026-07-12T17:49:50.000Z,auth,INFO,OK,/token/refresh,52,req-0000249,request completed
2026-07-12T17:58:02.000Z,auth,INFO,OK,/login,39,req-0001363,request completed
2026-07-12T18:02:19.000Z,api,INFO,OK,/orders/ORD-1055/tracking,69,req-0003343,request completed
2026-07-12T18:09:18.000Z,api,INFO,OK,/login,41,req-0003009,request completed
2026-07-12T18:11:39.000Z,orders,INFO,OK,/orders/ORD-1081,55,req-0003348,request completed
2026-07-12T18:13:33.000Z,orders,INFO,OK,/orders/ORD-1024,84,req-0000258,request completed
2026-07-12T18:25:44.000Z,api,INFO,OK,/health,32,req-0000264,request completed
2026-07-12T18:32:49.000Z,orders,INFO,OK,/orders/ORD-1055,116,req-0002701,request completed
2026-07-12T18:46:50.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,83,req-0003669,request completed
2026-07-12T18:57:35.000Z,notifications,INFO,OK,/notifications/test,101,req-0004340,request completed
2026-07-12T19:02:22.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,60,req-0000861,request completed
2026-07-12T19:06:29.000Z,auth,INFO,OK,/token/refresh,24,req-0001345,request completed
2026-07-12T19:23:18.000Z,auth,WARN,AUTH-401,/token/refresh,92,req-0001404,invalid credentials
2026-07-12T19:38:47.000Z,api,INFO,OK,/orders/ORD-1055/tracking,23,req-0005554,request completed
2026-07-12T19:41:22.000Z,api,INFO,OK,/orders/ORD-1024,59,req-0003817,request completed
2026-07-12T19:43:51.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,39,req-0000666,request completed
2026-07-12T19:51:06.000Z,auth,INFO,OK,/token/refresh,57,req-0003974,request completed
2026-07-12T19:55:07.000Z,auth,INFO,OK,/token/refresh,20,req-0005657,request completed
2026-07-12T19:56:12.000Z,orders,INFO,OK,/orders/ORD-1055,116,req-0003041,request completed
2026-07-12T20:00:47.000Z,api,INFO,OK,/health,20,req-0001351,request completed
2026-07-12T20:01:41.000Z,auth,INFO,OK,/token/refresh,113,req-0001338,request completed
2026-07-12T20:03:31.000Z,api,INFO,OK,/reports/volume,79,req-0002434,request completed
2026-07-12T20:21:38.000Z,orders,INFO,OK,/orders/ORD-1055,40,req-0000213,request completed
2026-07-12T20:21:54.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,63,req-0002377,request completed
2026-07-12T20:23:18.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,88,req-0005683,request completed
2026-07-12T20:33:31.000Z,reporting,INFO,OK,/reports/volume,93,req-0004366,request completed
2026-07-12T20:41:11.000Z,reporting,INFO,OK,/reports/volume,36,req-0004743,request completed
2026-07-12T20:42:22.000Z,auth,INFO,OK,/login,119,req-0003392,request completed
2026-07-12T20:42:55.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,33,req-0002331,request completed
2026-07-12T21:03:33.000Z,orders,INFO,OK,/orders/ORD-1024,117,req-0002441,request completed
2026-07-12T21:04:56.000Z,api,INFO,OK,/orders/ORD-1055/tracking,71,req-0001742,request completed
2026-07-12T21:07:33.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,108,req-0003244,request completed
2026-07-12T21:07:56.000Z,reporting,INFO,OK,/reports/volume,28,req-0002964,request completed
2026-07-12T21:08:32.000Z,orders,INFO,OK,/orders/ORD-1055,44,req-0002533,request completed
2026-07-12T21:11:11.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,22,req-0005074,request completed
2026-07-12T21:11:34.000Z,auth,INFO,OK,/login,67,req-0002388,request completed
2026-07-12T21:31:13.000Z,auth,INFO,OK,/login,43,req-0005645,request completed
2026-07-12T21:40:01.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,79,req-0002349,request completed
2026-07-12T21:42:19.000Z,api,INFO,OK,/health,95,req-0003113,request completed
2026-07-12T21:44:36.000Z,auth,INFO,OK,/token/refresh,39,req-0006067,request completed
2026-07-12T22:01:54.000Z,notifications,INFO,OK,/notifications/test,69,req-0002084,request completed
2026-07-12T22:05:19.000Z,api,INFO,OK,/reports/volume,39,req-0005962,request completed
2026-07-12T22:13:55.000Z,api,INFO,OK,/health,90,req-0005444,request completed
2026-07-12T22:21:52.000Z,documents,INFO,OK,/orders/ORD-1024/documents,73,req-0000588,request completed
2026-07-12T22:32:25.000Z,auth,INFO,OK,/login,94,req-0005918,request completed
2026-07-12T22:41:47.000Z,api,INFO,OK,/orders/ORD-1055/tracking,39,req-0005824,request completed
2026-07-12T22:43:10.000Z,documents,INFO,OK,/orders/ORD-1024/documents,46,req-0001814,request completed
2026-07-12T22:45:01.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,96,req-0003593,request completed
2026-07-12T23:03:45.000Z,notifications,INFO,OK,/notifications/test,60,req-0000205,request completed
2026-07-12T23:04:51.000Z,orders,INFO,OK,/orders/ORD-1055,46,req-0002651,request completed
2026-07-12T23:06:52.000Z,api,INFO,OK,/orders/ORD-1055/tracking,117,req-0000295,request completed
2026-07-12T23:19:24.000Z,api,INFO,OK,/reports/volume,47,req-0001151,request completed
2026-07-12T23:22:51.000Z,documents,INFO,OK,/orders/ORD-1024/documents,64,req-0002304,request completed
2026-07-12T23:26:10.000Z,orders,INFO,OK,/orders/ORD-1024,35,req-0002687,request completed
2026-07-12T23:26:31.000Z,notifications,INFO,OK,/notifications/test,110,req-0002180,request completed
2026-07-12T23:29:15.000Z,orders,INFO,OK,/orders/ORD-1055,100,req-0001035,request completed
2026-07-12T23:39:14.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,34,req-0004088,request completed
2026-07-12T23:39:29.000Z,reporting,INFO,OK,/reports/volume,51,req-0000004,request completed
2026-07-12T23:43:35.000Z,reporting,INFO,OK,/reports/volume,38,req-0000697,request completed
2026-07-12T23:51:22.000Z,documents,INFO,OK,/orders/ORD-1024/documents,35,req-0002730,request completed
2026-07-12T23:57:31.000Z,reporting,INFO,OK,/reports/volume,26,req-0000821,request completed
2026-07-12T23:57:43.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,84,req-0003975,request completed
2026-07-12T23:59:47.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,90,req-0005960,request completed
2026-07-13T00:11:59.000Z,documents,INFO,OK,/orders/ORD-1024/documents,29,req-0004760,request completed
2026-07-13T00:14:12.000Z,orders,INFO,OK,/orders/ORD-1024,60,req-0002170,request completed
2026-07-13T00:23:14.000Z,api,INFO,OK,/services,33,req-0004751,request completed
2026-07-13T00:40:42.000Z,orders,INFO,OK,/orders/ORD-1081,106,req-0002913,request completed
2026-07-13T00:44:33.000Z,orders,INFO,OK,/orders/ORD-1055,90,req-0000521,request completed
2026-07-13T00:46:29.000Z,api,INFO,OK,/services,48,req-0003146,request completed
2026-07-13T00:49:35.000Z,api,INFO,OK,/services,26,req-0000070,request completed
2026-07-13T00:53:14.000Z,reporting,INFO,OK,/reports/status,119,req-0003648,request completed
2026-07-13T00:55:14.000Z,notifications,INFO,OK,/notifications/test,94,req-0005692,request completed
2026-07-13T00:56:30.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,60,req-0004949,request completed
2026-07-13T01:04:43.000Z,auth,INFO,OK,/token/refresh,49,req-0003037,request completed
2026-07-13T01:15:05.000Z,orders,INFO,OK,/orders/ORD-1081,83,req-0005044,request completed
2026-07-13T01:15:30.000Z,notifications,INFO,OK,queue_worker,44,req-0000402,request completed
2026-07-13T01:21:26.000Z,api,INFO,OK,/login,18,req-0003071,request completed
2026-07-13T01:21:51.000Z,api,INFO,OK,/services,26,req-0002984,request completed
2026-07-13T01:35:14.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,77,req-0001845,request completed
2026-07-13T01:41:38.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,29,req-0005300,request completed
2026-07-13T01:42:39.000Z,api,INFO,OK,/login,45,req-0001648,request completed
2026-07-13T01:45:16.000Z,api,INFO,OK,/orders/ORD-1055/tracking,118,req-0001920,request completed
2026-07-13T01:47:38.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,93,req-0004329,request completed
2026-07-13T01:48:36.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,44,req-0004745,request completed
2026-07-13T01:50:57.000Z,api,INFO,OK,/health,82,req-0000576,request completed
2026-07-13T01:54:10.000Z,notifications,INFO,OK,queue_worker,109,req-0000504,request completed
2026-07-13T02:29:03.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,44,req-0004072,request completed
2026-07-13T02:34:42.000Z,auth,INFO,OK,/token/refresh,66,req-0000681,request completed
2026-07-13T02:51:12.000Z,api,INFO,OK,/reports/volume,49,req-0005377,request completed
2026-07-13T02:52:32.000Z,orders,INFO,OK,/orders/ORD-1055,38,req-0005618,request completed
2026-07-13T03:31:19.000Z,auth,INFO,OK,/login,30,req-0004227,request completed
2026-07-13T03:33:57.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,90,req-0004650,request completed
2026-07-13T03:35:33.000Z,api,INFO,OK,/services,91,req-0006159,request completed
2026-07-13T03:42:36.000Z,auth,INFO,OK,/token/refresh,71,req-0003067,request completed
2026-07-13T03:51:38.000Z,api,INFO,OK,/orders/ORD-1055/tracking,63,req-0005051,request completed
2026-07-13T03:52:54.000Z,notifications,INFO,OK,/notifications/test,47,req-0002906,request completed
2026-07-13T03:54:36.000Z,api,INFO,OK,/health,104,req-0006051,request completed
2026-07-13T04:03:15.000Z,orders,INFO,OK,/orders/ORD-1055,75,req-0000592,request completed
2026-07-13T04:03:47.000Z,api,INFO,OK,/login,57,req-0004506,request completed
2026-07-13T04:08:45.000Z,api,INFO,OK,/orders/ORD-1024,28,req-0005977,request completed
2026-07-13T04:19:03.000Z,orders,INFO,OK,/orders/ORD-1081,77,req-0004588,request completed
2026-07-13T04:27:15.000Z,orders,INFO,OK,/orders/ORD-1081,104,req-0000761,request completed
2026-07-13T04:27:25.000Z,auth,INFO,OK,/token/refresh,37,req-0004331,request completed
2026-07-13T04:34:50.000Z,reporting,INFO,OK,/reports/volume,115,req-0002491,request completed
2026-07-13T04:48:35.000Z,api,INFO,OK,/health,54,req-0000242,request completed
2026-07-13T05:06:47.000Z,notifications,INFO,OK,queue_worker,35,req-0003081,request completed
2026-07-13T05:15:04.000Z,auth,INFO,OK,/token/refresh,61,req-0001191,request completed
2026-07-13T05:18:33.000Z,orders,INFO,OK,/orders/ORD-1024,91,req-0001038,request completed
2026-07-13T05:23:44.000Z,orders,INFO,OK,/orders/ORD-1024,72,req-0001993,request completed
2026-07-13T05:44:27.000Z,orders,INFO,OK,/orders/ORD-1024,20,req-0003043,request completed
2026-07-13T05:56:44.000Z,notifications,INFO,OK,queue_worker,80,req-0000449,request completed
2026-07-13T05:57:31.000Z,reporting,INFO,OK,/reports/status,110,req-0000161,request completed
2026-07-13T06:09:13.000Z,reporting,INFO,OK,/reports/status,84,req-0002241,request completed
2026-07-13T06:24:22.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,111,req-0001130,request completed
2026-07-13T06:29:49.000Z,reporting,INFO,OK,/reports/volume,30,req-0000803,request completed
2026-07-13T06:31:40.000Z,reporting,INFO,OK,/reports/status,63,req-0000206,request completed
2026-07-13T06:40:32.000Z,orders,INFO,OK,/orders/ORD-1081,36,req-0000210,request completed
2026-07-13T07:08:50.000Z,orders,INFO,OK,/orders/ORD-1055,102,req-0001763,request completed
2026-07-13T07:16:18.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,75,req-0001414,request completed
2026-07-13T07:20:23.000Z,orders,INFO,OK,/orders/ORD-1055,89,req-0001704,request completed
2026-07-13T07:23:39.000Z,reporting,INFO,OK,/reports/volume,69,req-0005807,request completed
2026-07-13T07:25:15.000Z,orders,INFO,OK,/orders/ORD-1081,100,req-0006062,request completed
2026-07-13T07:31:48.000Z,orders,INFO,OK,/orders/ORD-1055,20,req-0004012,request completed
2026-07-13T07:32:04.000Z,reporting,INFO,OK,/reports/status,94,req-0002154,request completed
2026-07-13T07:35:16.000Z,orders,INFO,OK,/orders/ORD-1024,43,req-0001332,request completed
2026-07-13T07:47:43.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,103,req-0003994,request completed
2026-07-13T07:48:29.000Z,reporting,INFO,OK,/reports/status,108,req-0005553,request completed
2026-07-13T07:49:37.000Z,notifications,INFO,OK,queue_worker,23,req-0001511,request completed
2026-07-13T07:51:08.000Z,api,INFO,OK,/orders/ORD-1024,25,req-0002133,request completed
2026-07-13T07:51:32.000Z,api,INFO,OK,/orders/ORD-1024,66,req-0001832,request completed
2026-07-13T08:19:09.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,83,req-0003139,request completed
2026-07-13T08:35:14.000Z,api,INFO,OK,/services,92,req-0000308,request completed
2026-07-13T08:43:19.000Z,api,INFO,OK,/services,113,req-0002880,request completed
2026-07-13T08:49:20.000Z,orders,INFO,OK,/orders/ORD-1024,38,req-0001756,request completed
2026-07-13T08:54:59.000Z,documents,INFO,OK,/orders/ORD-1024/documents,94,req-0005630,request completed
2026-07-13T09:19:30.000Z,reporting,INFO,OK,/reports/status,38,req-0002503,request completed
2026-07-13T09:21:16.000Z,api,INFO,OK,/login,74,req-0004153,request completed
2026-07-13T09:28:50.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,91,req-0003984,request completed
2026-07-13T09:33:52.000Z,api,INFO,OK,/login,27,req-0003799,request completed
2026-07-13T09:41:10.000Z,orders,INFO,OK,/orders/ORD-1055,93,req-0005852,request completed
2026-07-13T09:42:20.000Z,notifications,INFO,OK,queue_worker,84,req-0002338,request completed
2026-07-13T09:45:18.000Z,api,INFO,OK,/orders/ORD-1055/tracking,82,req-0005841,request completed
2026-07-13T09:50:17.000Z,reporting,INFO,OK,/reports/status,120,req-0003101,request completed
2026-07-13T09:59:22.000Z,auth,INFO,OK,/login,37,req-0003186,request completed
2026-07-13T10:00:15.000Z,api,INFO,OK,/login,112,req-0002128,request completed
2026-07-13T10:01:43.000Z,orders,INFO,OK,/orders/ORD-1055,18,req-0003312,request completed
2026-07-13T10:02:07.000Z,orders,INFO,OK,/orders/ORD-1024,82,req-0003430,request completed
2026-07-13T10:09:44.000Z,api,INFO,OK,/services,42,req-0001624,request completed
2026-07-13T10:13:08.000Z,orders,INFO,OK,/orders/ORD-1081,86,req-0004875,request completed
2026-07-13T10:13:20.000Z,notifications,INFO,OK,/notifications/test,64,req-0000925,request completed
2026-07-13T10:15:49.000Z,orders,INFO,OK,/orders/ORD-1055,50,req-0003257,request completed
2026-07-13T10:19:54.000Z,reporting,INFO,OK,/reports/volume,94,req-0000537,request completed
2026-07-13T10:22:19.000Z,api,INFO,OK,/health,78,req-0000522,request completed
2026-07-13T10:27:04.000Z,api,INFO,OK,/login,64,req-0006162,request completed
2026-07-13T10:27:38.000Z,api,INFO,OK,/login,85,req-0004090,request completed
2026-07-13T10:28:41.000Z,auth,INFO,OK,/token/refresh,30,req-0002840,request completed
2026-07-13T10:36:03.000Z,api,INFO,OK,/health,31,req-0003320,request completed
2026-07-13T10:44:59.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,68,req-0004907,request completed
2026-07-13T10:49:18.000Z,api,INFO,OK,/orders/ORD-1055/tracking,29,req-0000560,request completed
2026-07-13T10:51:52.000Z,api,INFO,OK,/health,56,req-0004166,request completed
2026-07-13T10:52:03.000Z,api,INFO,OK,/health,30,req-0002587,request completed
2026-07-13T10:54:49.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,54,req-0004542,request completed
2026-07-13T10:57:39.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,49,req-0000625,request completed
2026-07-13T11:01:36.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,86,req-0001913,request completed
2026-07-13T11:03:10.000Z,notifications,INFO,OK,queue_worker,52,req-0001640,request completed
2026-07-13T11:04:20.000Z,api,INFO,OK,/services,95,req-0003015,request completed
2026-07-13T11:23:53.000Z,notifications,INFO,OK,queue_worker,112,req-0002461,request completed
2026-07-13T11:28:20.000Z,api,INFO,OK,/services,78,req-0000878,request completed
2026-07-13T11:39:01.000Z,orders,INFO,OK,/orders/ORD-1055,58,req-0001016,request completed
2026-07-13T11:54:37.000Z,orders,INFO,OK,/orders/ORD-1024,58,req-0005233,request completed
2026-07-13T11:56:01.000Z,reporting,INFO,OK,/reports/volume,23,req-0002314,request completed
2026-07-13T11:57:57.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,80,req-0006138,request completed
2026-07-13T12:14:00.000Z,notifications,INFO,OK,/notifications/test,26,req-0003613,request completed
2026-07-13T12:14:30.000Z,documents,INFO,OK,/orders/ORD-1024/documents,64,req-0002595,request completed
2026-07-13T12:15:39.000Z,orders,INFO,OK,/orders/ORD-1081,88,req-0003938,request completed
2026-07-13T12:23:39.000Z,tracking,INFO,OK,/orders/ORD-1055/tracking,62,req-0005039,request completed
2026-07-13T12:34:38.000Z,notifications,INFO,OK,/notifications/test,21,req-0005211,request completed
2026-07-13T12:40:17.000Z,orders,INFO,OK,/orders/ORD-1081,93,req-0001675,request completed
2026-07-13T12:43:55.000Z,api,INFO,OK,/services,45,req-0000540,request completed
2026-07-13T12:44:58.000Z,api,INFO,OK,/health,120,req-0000965,request completed
2026-07-13T13:06:29.000Z,reporting,INFO,OK,/reports/volume,73,req-0005320,request completed
2026-07-13T13:20:19.000Z,orders,INFO,OK,/orders/ORD-1024,63,req-0006150,request completed
2026-07-13T13:26:10.000Z,tracking,INFO,OK,/orders/ORD-1024/tracking,77,req-0000685,request completed
2026-07-13T13:28:18.000Z,documents,INFO,OK,/orders/ORD-1055/documents/label.pdf,70,req-0001343,request completed
2026-07-13T13:36:56.000Z,api,INFO,OK,/orders/ORD-1055/tracking,63,req-0002783,request completed
2026-07-13T13:48:49.000Z,notifications,INFO,OK,/notifications/test,82,req-0003924,request completed
2026-07-13T13:50:45.000Z,api,INFO,OK,/services,19,req-0000077,request completed
2026-07-13T14:00:04.000Z,auth,INFO,OK,/token/refresh,116,req-0004865,request completed
2026-07-13T14:29:16.000Z,tracking,WARN,TRK-206,/orders/ORD-1024/tracking,200,req-0005325,partial carrier events returned
2026-07-13T14:46:44.000Z,orders,INFO,OK,/orders/ORD-1055,22,req-0005881,request completed
2026-07-13T14:51:39.000Z,notifications,INFO,OK,queue_worker,48,req-0001996,request completed
2026-07-13T15:00:27.000Z,reporting,INFO,OK,/reports/status,110,req-0000212,request completed
2026-07-13T15:15:31.000Z,notifications,INFO,OK,queue_worker,105,req-0001199,request completed
2026-07-13T15:15:51.000Z,reporting,INFO,OK,/reports/status,106,req-0005393,request completed
2026-07-13T15:21:39.000Z,api,INFO,OK,/orders/ORD-1024,93,req-0000620,request completed
2026-07-13T15:23:29.000Z,orders,INFO,OK,/orders/ORD-1081,99,req-0001496,request completed
2026-07-13T15:42:12.000Z,reporting,INFO,OK,/reports/volume,110,req-0001660,request completed
